valid_loss,train_loss
0.2566332221031189,0.366050660610199
0.2538297474384308,0.24855169653892517
0.2548123896121979,0.24484342336654663
0.23649148643016815,0.24038808047771454
0.2479969710111618,0.23963859677314758
0.25139161944389343,0.2372182011604309
0.23303987085819244,0.22916479408740997
0.23705510795116425,0.23035916686058044
0.2305339276790619,0.22559866309165955
0.2344217747449875,0.221109077334404
0.22622695565223694,0.22253061830997467
0.2383737415075302,0.22182874381542206
0.24031329154968262,0.21891197562217712
0.22939983010292053,0.22715571522712708
0.21845056116580963,0.21916458010673523
0.21986161172389984,0.2133399248123169
0.2224913090467453,0.2163764387369156
0.22796817123889923,0.20563103258609772
0.2334275096654892,0.21065548062324524
0.21956250071525574,0.2046320140361786
0.21744076907634735,0.2068512737751007
0.21215350925922394,0.1975368857383728
0.2123788595199585,0.20064598321914673
0.21258999407291412,0.2015344202518463
0.207844078540802,0.19397372007369995
0.20452597737312317,0.19463232159614563
0.21163660287857056,0.19388915598392487
0.2034303843975067,0.18932504951953888
0.2108553797006607,0.18592196702957153
0.19727440178394318,0.18774600327014923
0.20002005994319916,0.18467657268047333
0.20226629078388214,0.1788378208875656
0.20989476144313812,0.1802656054496765
0.22687450051307678,0.17821870744228363
0.1985037475824356,0.17697206139564514
0.19470712542533875,0.17215897142887115
0.20284266769886017,0.17427687346935272
0.1953108310699463,0.172237366437912
0.19887226819992065,0.17641177773475647
0.1916879266500473,0.17163804173469543
0.19619014859199524,0.1690683811903
0.20540888607501984,0.16517378389835358
0.19322684407234192,0.1640048623085022
0.19227302074432373,0.158428356051445
0.2032201886177063,0.16444550454616547
0.19982856512069702,0.16159361600875854
0.19669023156166077,0.1614411473274231
0.1917145699262619,0.15862345695495605
0.1915002018213272,0.15710006654262543
0.1969025731086731,0.1572820246219635
